taxid,lineage,parent_taxid,species,no rank,genus,family,order,class,phylum,clade,superkingdom,species group,subclass,superfamily,superorder,infraclass,kingdom,subphylum,strain,subspecies,suborder,subfamily,subkingdom,section,subgenus,tribe,species subgroup
186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,root,,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
171552,"[171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,root,,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,root,,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1129544,"[1129544, 36751, 36750, 214506, 214504, 1913637, 112252, 4751, 33154, 2759, 131567, 1]",36751,,root,rhizophagus,glomeraceae,glomerales,glomeromycetes,mucoromycota,opisthokonta,eukaryota,,,,,,fungi,glomeromycotina,,,,,,,,,
112498,"[112498, 112497, 93133, 2726947, 451867, 147541, 715962, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",112497,ramularia collo-cygni,root,ramularia,mycosphaerellaceae,mycosphaerellales,dothideomycetes,ascomycota,opisthokonta,eukaryota,,dothideomycetidae,,,,fungi,pezizomycotina,,,,,dikarya,,,,
5599,"[5599, 187734, 2499237, 5598, 28556, 715340, 92860, 451868, 147541, 715962, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",187734,alternaria alternata,root,alternaria,pleosporaceae,pleosporales,dothideomycetes,ascomycota,opisthokonta,eukaryota,alternaria alternata complex,pleosporomycetidae,,,,fungi,pezizomycotina,,,pleosporineae,,dikarya,alternaria sect. alternaria,,,
454154,"[454154, 577309, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",577309,paraprevotella clara,root,paraprevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
1689,"[1689, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",1678,bifidobacterium dentium,root,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1291540,"[1291540, 1291539, 2517203, 1235850, 183967, 2283796, 2157, 131567, 1]",1291539,candidatus methanomethylophilus alvus,root,candidatus methanomethylophilus,candidatus methanomethylophilaceae,methanomassiliicoccales,thermoplasmata,candidatus thermoplasmatota,,archaea,,,,,,,,,,,,,,,,
1506,"[1506, 2614128, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2614128,clostridium sp.,root,clostridium,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
191,"[191, 2829815, 204441, 28211, 1224, 2, 131567, 1]",2829815,,root,azospirillum,azospirillaceae,rhodospirillales,alphaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
45989,"[45989, 2194, 2191, 224756, 2290931, 28890, 2157, 131567, 1]",2194,,root,methanoculleus,methanomicrobiaceae,methanomicrobiales,methanomicrobia,euryarchaeota,stenosarchaea group,archaea,,,,,,,,,,,,,,,,
28050,"[28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,lachnospira,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
239934,"[239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",1647988,,root,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria,,,,,,,,,,,,,,,,
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1506,"[1506, 2614128, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2614128,clostridium sp.,root,clostridium,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
39948,"[39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,root,dialister,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
29465,"[29465, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,root,veillonella,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,root,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria,,,,,,,,,,,,,,,,
32067,"[32067, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,root,leptotrichia,leptotrichiaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria,,,,,,,,,,,,,,,,
230143,"[230143, 196081, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",196081,scardovia wiggsiae,root,scardovia,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
78258,"[78258, 196082, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",196082,parascardovia denticolens,root,parascardovia,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
28129,"[28129, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",838,prevotella denticola,root,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
28135,"[28135, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",838,prevotella oris,root,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
100883,"[100883, 2810280, 526525, 526524, 1239, 1783272, 2, 131567, 1]",2810280,,root,coprobacillus,coprobacillaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
32008,"[32008, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,root,burkholderia,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
836,"[836, 171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171551,,root,porphyromonas,porphyromonadaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
265,"[265, 31989, 204455, 28211, 1224, 2, 131567, 1]",31989,,root,paracoccus,paracoccaceae,rhodobacterales,alphaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
162289,"[162289, 1570339, 1737405, 1737404, 1239, 1783272, 2, 131567, 1]",1570339,,root,peptoniphilus,peptoniphilaceae,tissierellales,tissierellia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1129,"[1129, 1890426, 1890424, 3028117, 1117, 1798711, 1783272, 2, 131567, 1]",1890426,,root,synechococcus,synechococcaceae,synechococcales,cyanophyceae,cyanobacteriota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
360807,"[360807, 841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",841,roseburia inulinivorans,root,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1547,"[1547, 3025755, 2810280, 526525, 526524, 1239, 1783272, 2, 131567, 1]",3025755,thomasclavelia ramosa,root,thomasclavelia,coprobacillaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
837,"[837, 836, 171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",836,porphyromonas gingivalis,root,porphyromonas,porphyromonadaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
851,"[851, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",848,fusobacterium nucleatum,root,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria,,,,,,,,,,,,,,,,
29391,"[29391, 1378, 539738, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1378,gemella morbillorum,root,gemella,gemellaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1512,"[1512, 1506553, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1506553,[clostridium] symbiosum,root,lachnoclostridium,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
43988,"[43988, 1892249, 1150, 1301283, 3028117, 1117, 1798711, 1783272, 2, 131567, 1]",1892249,,root,cyanothece,cyanothecaceae,oscillatoriales,cyanophyceae,cyanobacteriota,terrabacteria group,bacteria,,oscillatoriophycideae,,,,,,,,,,,,,,
102148,"[102148, 123375, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",123375,solobacterium moorei,root,solobacterium,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1716,"[1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1653,,root,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
482,"[482, 481, 206351, 28216, 1224, 2, 131567, 1]",481,,root,neisseria,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
2717,"[2717, 868, 135615, 1236, 1224, 2, 131567, 1]",868,,root,cardiobacterium,cardiobacteriaceae,cardiobacteriales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
44737,"[44737, 2640652, 1016, 49546, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",2640652,capnocytophaga sp.,root,capnocytophaga,flavobacteriaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
416916,"[416916, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,root,aggregatibacter,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1357,"[1357, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1300,,root,lactococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,enterococcus sp.,root,enterococcus,enterococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,root,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
286,"[286, 135621, 72274, 1236, 1224, 2, 131567, 1]",135621,,root,pseudomonas,pseudomonadaceae,pseudomonadales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
479,"[479, 2685852, 475, 468, 2887326, 1236, 1224, 2, 131567, 1]",2685852,moraxella sp.,root,moraxella,moraxellaceae,moraxellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1655,"[1655, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",1654,actinomyces naeslundii,root,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1280,"[1280, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1279,staphylococcus aureus,root,staphylococcus,staphylococcaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,root,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
32008,"[32008, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,root,burkholderia,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1747,"[1747, 1912216, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",1912216,cutibacterium acnes,root,cutibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1747,"[1747, 1912216, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",1912216,cutibacterium acnes,root,cutibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
32008,"[32008, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,root,burkholderia,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,root,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
146827,"[146827, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,corynebacterium simulans,root,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
161879,"[161879, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,corynebacterium kroppenstedtii,root,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
150022,"[150022, 1570339, 1737405, 1737404, 1239, 1783272, 2, 131567, 1]",1570339,,root,finegoldia,peptoniphilaceae,tissierellales,tissierellia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
481,"[481, 206351, 28216, 1224, 2, 131567, 1]",206351,,root,,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1506,"[1506, 2614128, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2614128,clostridium sp.,root,clostridium,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
239934,"[239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",1647988,,root,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria,,,,,,,,,,,,,,,,
447020,"[447020, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,root,adlercreutzia,eggerthellaceae,eggerthellales,coriobacteriia,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
61170,"[61170, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",128827,,root,holdemania,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
189330,"[189330, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,dorea,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,root,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
84108,"[84108, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,root,slackia,eggerthellaceae,eggerthellales,coriobacteriia,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
28050,"[28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,lachnospira,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
39948,"[39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,root,dialister,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
580596,"[580596, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,root,butyricicoccus,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
371601,"[371601, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides xylanisolvens,root,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
171549,"[171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",200643,,root,,,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
239934,"[239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",1647988,,root,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria,,,,,,,,,,,,,,,,
906,"[906, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,root,megasphaera,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
11572,"[11572, 1980416, 1980410, 2497576, 2497571, 2497569, 2732396, 2559587, 10239, 1]",1980416,,root,orthobunyavirus,peribunyaviridae,bunyavirales,ellioviricetes,negarnaviricota,riboviria,viruses,,,,,,orthornavirae,polyploviricotina,,,,,,,,,
10861,"[10861, 10860, 2732094, 2732411, 2732410, 2732090, 2731342, 10239, 1]",10860,,root,inovirus,inoviridae,tubulavirales,faserviricetes,hofneiviricota,monodnaviria,viruses,,,,,,loebvirae,,,,,,,,,,
187217,"[187217, 1910999, 2731691, 2731619, 2731618, 2731360, 2731341, 10239, 1]",1910999,,root,tunavirus,drexlerviridae,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,tunavirinae,,,,,
186764,"[186764, 2731619, 2731618, 2731360, 2731341, 10239, 1]",2731619,,root,fromanvirus,,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,,,,,,
680115,"[680115, 2731619, 2731618, 2731360, 2731341, 10239, 1]",2731619,,root,phikzvirus,,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,,,,,,
558017,"[558017, 10442, 2840070, 2840056, 10239, 1]",10442,,root,betabaculovirus,baculoviridae,lefavirales,naldaviricetes,,,viruses,,,,,,,,,,,,,,,,
542837,"[542837, 2731650, 2731643, 2731619, 2731618, 2731360, 2731341, 10239, 1]",2731650,,root,zindervirus,autographiviridae,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,molineuxvirinae,,,,,
1623304,"[1623304, 3044455, 2731619, 2731618, 2731360, 2731341, 10239, 1]",3044455,,root,moineauvirus,aliceevansviridae,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,,,,,,
186789,"[186789, 2731619, 2731618, 2731360, 2731341, 10239, 1]",2731619,,root,punavirus,,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,,,,,,
186765,"[186765, 2731619, 2731618, 2731360, 2731341, 10239, 1]",2731619,,root,lambdavirus,,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,,,,,,
186532,"[186532, 2731619, 2731618, 2731360, 2731341, 10239, 1]",2731619,,root,ceduovirus,,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,,,,,,
186777,"[186777, 2731619, 2731618, 2731360, 2731341, 10239, 1]",2731619,,root,muvirus,,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,,,,,,
1857846,"[1857846, 2560081, 2560065, 2731619, 2731618, 2731360, 2731341, 10239, 1]",2560081,,root,twortvirus,herelleviridae,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,twortvirinae,,,,,
1714270,"[1714270, 1714267, 2732011, 2732010, 2732009, 2732006, 2732004, 10239, 1]",1714267,,root,gammasphaerolipovirus,sphaerolipoviridae,halopanivirales,laserviricetes,dividoviricota,varidnaviria,viruses,,,,,,helvetiavirae,,,,,,,,,,
39725,"[39725, 39724, 2732536, 2732423, 2732416, 2732092, 2731342, 10239, 1]",39724,,root,circovirus,circoviridae,cirlivirales,arfiviricetes,cressdnaviricota,monodnaviria,viruses,,,,,,shotokuvirae,,,,,,,,,,
1857845,"[1857845, 857473, 2560065, 2731619, 2731618, 2731360, 2731341, 10239, 1]",857473,,root,okubovirus,herelleviridae,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,spounavirinae,,,,,
10358,"[10358, 10357, 3044472, 548681, 2731363, 2731361, 2731360, 2731341, 10239, 1]",10357,,root,cytomegalovirus,orthoherpesviridae,herpesvirales,herviviricetes,peploviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,betaherpesvirinae,,,,,
542960,"[542960, 2731619, 2731618, 2731360, 2731341, 10239, 1]",2731619,,root,uetakevirus,,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,,,,,,
308911,"[308911, 2731619, 2731618, 2731360, 2731341, 10239, 1]",2731619,,root,ravinvirus,,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,,,,,,
477967,"[477967, 2731648, 2731643, 2731619, 2731618, 2731360, 2731341, 10239, 1]",2731648,,root,phikmvvirus,autographiviridae,,caudoviricetes,uroviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,krylovirinae,,,,,
692606,"[692606, 548682, 548681, 2731363, 2731361, 2731360, 2731341, 10239, 1]",548682,,root,cyprinivirus,alloherpesviridae,herpesvirales,herviviricetes,peploviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,,,,,,
10375,"[10375, 10374, 3044472, 548681, 2731363, 2731361, 2731360, 2731341, 10239, 1]",10374,,root,lymphocryptovirus,orthoherpesviridae,herpesvirales,herviviricetes,peploviricota,duplodnaviria,viruses,,,,,,heunggongvirae,,,,,gammaherpesvirinae,,,,,
735,"[735, 724, 712, 135625, 1236, 1224, 2, 131567, 1]",724,haemophilus parahaemolyticus,root,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
729,"[729, 724, 712, 135625, 1236, 1224, 2, 131567, 1]",724,haemophilus parainfluenzae,root,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
