disease,biospecimen_samples,taxid,lineage,parent_taxid,species,genus,family,order,class,phylum,clade,superkingdom,qualifier
pneumonia,sputum,727,"[727, 724, 712, 135625, 1236, 1224, 2, 131567, 1]",724,Haemophilus_influenzae,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
pneumonia,sputum,1313,"[1313, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,Streptococcus_pneumoniae,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
autism spectrum disorders,faeces,158846,"[158846, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",1843491,,megamonas,selenomonadaceae,selenomonadales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
autism spectrum disorders,faeces,906,"[906, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,megasphaera,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
autism spectrum disorders,faeces,397864,"[397864, 2005519, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2005519,,barnesiella,barnesiellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
autism spectrum disorders,faeces,286,"[286, 135621, 72274, 1236, 1224, 2, 131567, 1]",135621,,pseudomonas,pseudomonadaceae,pseudomonadales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
autism spectrum disorders,faeces,1573535,"[1573535, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",128827,,holdemanella,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,Bacillota,terrabacteria group,bacteria,elevated
autism spectrum disorders,faeces,35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,Enterococcus_sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
autism spectrum disorders,faeces,57723,"[57723, 2, 131567, 1]",2,,,,,,Acidobacteriota,,bacteria,elevated
autism spectrum disorders,faeces,209879,"[209879, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,allisonella,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
autism spectrum disorders,faeces,39491,"[39491, 1766253, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1766253,Agathobacter_rectalis,agathobacter,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,1582879,"[1582879, 1737407, 1737404, 1239, 1783272, 2, 131567, 1]",1737407,,ezakiella,,,tissierellia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,Streptococcus_sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,1407607,"[1407607, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,fusicatenibacter,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,35517,"[35517, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543314,[eubacterium]_brachy,,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,1505657,"[1505657, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186804,,intestinibacter,peptostreptococcaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,1470353,"[1470353, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",538999,,candidatus soleaferrea,,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,1501226,"[1501226, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186804,,romboutsia,peptostreptococcaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,447020,"[447020, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,adlercreutzia,eggerthellaceae,eggerthellales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,84107,"[84107, 84999, 84998, 201174, 1783272, 2, 131567, 1]",84999,,,coriobacteriaceae,coriobacteriales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,1508657,"[1508657, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,ruminiclostridium,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,39496,"[39496, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1730,Eubacterium_ventriosum,eubacterium,eubacteriaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,39497,"[39497, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1730,Eubacterium_xylanophilum,eubacterium,eubacteriaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,244127,"[244127, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,anaerotruncus,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,186804,"[186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,peptostreptococcaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,1300,"[1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186826,,,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,128827,"[128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",526525,,,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,Bacillota,terrabacteria group,bacteria,reduced
autism spectrum disorders,faeces,31977,"[31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",1843489,,,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
autism spectrum disorders,faeces,543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
non-alcoholic fatty liver disease,faeces,1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,Streptococcus_sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
non-alcoholic fatty liver disease,faeces,543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
non-alcoholic fatty liver disease,faeces,155493,"[155493, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,gallibacterium,pasteurellaceae,pasteurellales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
non-alcoholic fatty liver disease,faeces,1409,"[1409, 185979, 1386, 186817, 1385, 91061, 1239, 1783272, 2, 131567, 1]",185979,Bacillus_sp._(in:_firmicutes),bacillus,bacillaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
non-alcoholic fatty liver disease,faeces,1357,"[1357, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1300,,lactococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
non-alcoholic fatty liver disease,faeces,286,"[286, 135621, 72274, 1236, 1224, 2, 131567, 1]",135621,,pseudomonas,pseudomonadaceae,pseudomonadales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
non-alcoholic fatty liver disease,faeces,853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,Faecalibacterium_prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
non-alcoholic fatty liver disease,faeces,135858,"[135858, 2810280, 526525, 526524, 1239, 1783272, 2, 131567, 1]",2810280,,catenibacterium,coprobacillaceae,erysipelotrichales,erysipelotrichia,Bacillota,terrabacteria group,bacteria,reduced
non-alcoholic fatty liver disease,faeces,171550,"[171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,rikenellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
non-alcoholic fatty liver disease,faeces,86331,"[86331, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543314,,mogibacterium,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
non-alcoholic fatty liver disease,faeces,186804,"[186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,peptostreptococcaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
atopic dermatitis,faeces,40544,"[40544, 995019, 80840, 28216, 1224, 2, 131567, 1]",995019,,sutterella,sutterellaceae,burkholderiales,betaproteobacteria,Pseudomonadota,,bacteria,elevated
atopic dermatitis,faeces,29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,Bacteroides_sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
atopic dermatitis,faeces,1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,Parabacteroides_sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
atopic dermatitis,faeces,119852,"[119852, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,oscillospira,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
atopic dermatitis,faeces,216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
atopic dermatitis,faeces,84111,"[84111, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,eggerthella,eggerthellaceae,eggerthellales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,reduced
atopic dermatitis,faeces,1743,"[1743, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,propionibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
atopic dermatitis,faeces,35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,Enterococcus_sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
atopic dermatitis,faeces,142586,"[142586, 2624479, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2624479,Eubacterium_sp.,eubacterium,eubacteriaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
atopic dermatitis,faeces,29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,Actinomyces_sp.,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
atopic dermatitis,faeces,572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,blautia,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
atopic dermatitis,faeces,33042,"[33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,coprococcus,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
atopic dermatitis,faeces,29387,"[29387, 91994, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",91994,Staphylococcus_sp.,staphylococcus,staphylococcaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
atopic dermatitis,faeces,41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,Bifidobacterium_sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
atopic dermatitis,faeces,1716,"[1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1653,,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
atopic dermatitis,faeces,118747,"[118747, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",128827,,bulleidia,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,Bacillota,terrabacteria group,bacteria,reduced
urolithiasis,rectal swab,186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
urolithiasis,urine,543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
urolithiasis,urine,1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,Lactobacillus_sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
endometriosis,faeces,2701,"[2701, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",31953,,gardnerella,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
endometriosis,faeces,168808,"[168808, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,sneathia,leptotrichiaceae,fusobacteriales,fusobacteriia,Fusobacteriota,,bacteria,reduced
endometriosis,faeces,397864,"[397864, 2005519, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2005519,,barnesiella,barnesiellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
endometriosis,vaginal swab,1378,"[1378, 539738, 1385, 91061, 1239, 1783272, 2, 131567, 1]",539738,,gemella,gemellaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
endometriosis,vaginal swab,1380,"[1380, 1643824, 84999, 84998, 201174, 1783272, 2, 131567, 1]",1643824,,atopobium,atopobiaceae,coriobacteriales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,reduced
endometriosis,vaginal swab,2701,"[2701, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",31953,,gardnerella,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
endometriosis,vaginal swab,625,"[625, 2629414, 620, 543, 91347, 1236, 1224, 2, 131567, 1]",2629414,Shigella_sp.,shigella,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
endometriosis,cervical swabs,1283313,"[1283313, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171552,,alloprevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
endometriosis,cervical swabs,2701,"[2701, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",31953,,gardnerella,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
endometriosis,cervical swabs,1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,Streptococcus_sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
endometriosis,cervical swabs,625,"[625, 2629414, 620, 543, 91347, 1236, 1224, 2, 131567, 1]",2629414,Shigella_sp.,shigella,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
endometriosis,cervical swabs,2129,"[2129, 2092, 2085, 31969, 544448, 1783272, 2, 131567, 1]",2092,,ureaplasma,mycoplasmataceae,mycoplasmatales,mollicutes,Mycoplasmatota,terrabacteria group,bacteria,elevated
endometriosis,cervical swabs,1380,"[1380, 1643824, 84999, 84998, 201174, 1783272, 2, 131567, 1]",1643824,,atopobium,atopobiaceae,coriobacteriales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,reduced
endometriosis,cervical swabs,168808,"[168808, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,sneathia,leptotrichiaceae,fusobacteriales,fusobacteriia,Fusobacteriota,,bacteria,reduced
endometriosis,cervical swabs,59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,Prevotella_sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
endometriosis,cervical swabs,39948,"[39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,dialister,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,reduced
endometriosis,cervical swabs,906,"[906, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,megasphaera,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,reduced
urogenital schistosomiasis,faeces,906,"[906, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,megasphaera,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
urogenital schistosomiasis,faeces,39948,"[39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,dialister,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
urogenital schistosomiasis,faeces,469,"[469, 468, 2887326, 1236, 1224, 2, 131567, 1]",468,,acinetobacter,moraxellaceae,moraxellales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
urogenital schistosomiasis,faeces,59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,Prevotella_sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
urogenital schistosomiasis,faeces,1283313,"[1283313, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171552,,alloprevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
urogenital schistosomiasis,faeces,885,"[885, 2593640, 872, 194924, 213115, 3031449, 200940, 2, 131567, 1]",2593640,Desulfovibrio_sp.,desulfovibrio,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,Thermodesulfobacteriota,,bacteria,elevated
urogenital schistosomiasis,faeces,724,"[724, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
urogenital schistosomiasis,faeces,2740,"[2740, 186807, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186807,,peptococcus,peptococcaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
urogenital schistosomiasis,faeces,133925,"[133925, 1643824, 84999, 84998, 201174, 1783272, 2, 131567, 1]",1643824,,olsenella,atopobiaceae,coriobacteriales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,elevated
urogenital schistosomiasis,faeces,84107,"[84107, 84999, 84998, 201174, 1783272, 2, 131567, 1]",84999,,,coriobacteriaceae,coriobacteriales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,elevated
urogenital schistosomiasis,faeces,292632,"[292632, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,subdoligranulum,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
urogenital schistosomiasis,faeces,1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,Parabacteroides_sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
