taxid,lineage,parent_taxid,species,genus,family,order,class,phylum,clade,superkingdom
92860,"[92860, 451868, 147541, 715962, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",451868,,,,pleosporales,dothideomycetes,ascomycota,opisthokonta,eukaryota
36751,"[36751, 36750, 214506, 214504, 1913637, 112252, 4751, 33154, 2759, 131567, 1]",36750,,,glomeraceae,glomerales,glomeromycetes,mucoromycota,opisthokonta,eukaryota
5401,"[5401, 452342, 355688, 155619, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",452342,,,russulaceae,russulales,agaricomycetes,basidiomycota,opisthokonta,eukaryota
904,"[904, 909930, 1843488, 909932, 1239, 1783272, 2, 131567, 1]",909930,,acidaminococcus,acidaminococcaceae,acidaminococcales,negativicutes,bacillota,terrabacteria group,bacteria
665596,"[665596, 2982305, 5338, 452333, 155619, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",2982305,,,inocybaceae,agaricales,agaricomycetes,basidiomycota,opisthokonta,eukaryota
45147,"[45147, 92860, 451868, 147541, 715962, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",92860,,,lophiostomataceae,pleosporales,dothideomycetes,ascomycota,opisthokonta,eukaryota
171550,"[171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,rikenellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
40289,"[40289, 5185, 147549, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5185,,,tuberaceae,pezizales,pezizomycetes,ascomycota,opisthokonta,eukaryota
186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1907210,"[1907210, 107677, 10509, 10508, 2732559, 2732529, 2732008, 2732005, 2732004, 10239, 1]",107677,human adenovirus sp.,mastadenovirus,adenoviridae,rowavirales,tectiliviricetes,preplasmiviricota,varidnaviria,viruses
12814,"[12814, 11246, 3050248, 1868215, 11244, 11157, 2497574, 2497570, 2497569, 2732396, 2559587, 10239, 1]",11246,orthopneumovirus bovis,orthopneumovirus,pneumoviridae,mononegavirales,monjiviricetes,negarnaviricota,riboviria,viruses
694448,"[694448, 2664420, 693995, 11118, 2499399, 76804, 2732506, 2732408, 2732396, 2559587, 10239, 1]",2664420,unidentified human coronavirus,,coronaviridae,nidovirales,pisoniviricetes,pisuviricota,riboviria,viruses
55194,"[55194, 55193, 742845, 162474, 1538075, 452284, 5204, 451864, 4751, 33154, 2759, 131567, 1]",55193,malassezia furfur,malassezia,malasseziaceae,malasseziales,malasseziomycetes,basidiomycota,opisthokonta,eukaryota
76773,"[76773, 55193, 742845, 162474, 1538075, 452284, 5204, 451864, 4751, 33154, 2759, 131567, 1]",55193,malassezia globosa,malassezia,malasseziaceae,malasseziales,malasseziomycetes,basidiomycota,opisthokonta,eukaryota
76777,"[76777, 55193, 742845, 162474, 1538075, 452284, 5204, 451864, 4751, 33154, 2759, 131567, 1]",55193,malassezia sympodialis,malassezia,malasseziaceae,malasseziales,malasseziomycetes,basidiomycota,opisthokonta,eukaryota
76775,"[76775, 55193, 742845, 162474, 1538075, 452284, 5204, 451864, 4751, 33154, 2759, 131567, 1]",55193,malassezia restricta,malassezia,malasseziaceae,malasseziales,malasseziomycetes,basidiomycota,opisthokonta,eukaryota
10298,"[10298, 3050292, 10294, 10293, 3044472, 548681, 2731363, 2731361, 2731360, 2731341, 10239, 1]",3050292,simplexvirus humanalpha1,simplexvirus,orthoherpesviridae,herpesvirales,herviviricetes,peploviricota,duplodnaviria,viruses
10376,"[10376, 3050299, 10375, 10374, 3044472, 548681, 2731363, 2731361, 2731360, 2731341, 10239, 1]",3050299,lymphocryptovirus humangamma4,lymphocryptovirus,orthoherpesviridae,herpesvirales,herviviricetes,peploviricota,duplodnaviria,viruses
10358,"[10358, 10357, 3044472, 548681, 2731363, 2731361, 2731360, 2731341, 10239, 1]",10357,,cytomegalovirus,orthoherpesviridae,herpesvirales,herviviricetes,peploviricota,duplodnaviria,viruses
1328,"[1328, 671232, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",671232,streptococcus anginosus,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
506,"[506, 80840, 28216, 1224, 2, 131567, 1]",80840,,,alcaligenaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
186804,"[186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
468,"[468, 2887326, 1236, 1224, 2, 131567, 1]",2887326,,,moraxellaceae,moraxellales,gammaproteobacteria,pseudomonadota,,bacteria
32033,"[32033, 135614, 1236, 1224, 2, 131567, 1]",135614,,,xanthomonadaceae,xanthomonadales,gammaproteobacteria,pseudomonadota,,bacteria
186807,"[186807, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,peptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1506553,"[1506553, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,lachnoclostridium,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
39948,"[39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,dialister,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
729,"[729, 724, 712, 135625, 1236, 1224, 2, 131567, 1]",724,haemophilus parainfluenzae,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
1283313,"[1283313, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171552,,alloprevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
32067,"[32067, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,leptotrichia,leptotrichiaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
970,"[970, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",1843491,,selenomonas,selenomonadaceae,selenomonadales,negativicutes,bacillota,terrabacteria group,bacteria
194,"[194, 72294, 213849, 3031852, 29547, 2, 131567, 1]",72294,,campylobacter,campylobacteraceae,campylobacterales,epsilonproteobacteria,campylobacterota,,bacteria
186802,"[186802, 186801, 1239, 1783272, 2, 131567, 1]",186801,,,,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
55565,"[55565, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",1654,actinomyces graevenitzii,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria
60133,"[60133, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",838,prevotella pallens,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1382,"[1382, 2767353, 1643824, 84999, 84998, 201174, 1783272, 2, 131567, 1]",2767353,lancefieldella parvula,lancefieldella,atopobiaceae,coriobacteriales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
976,"[976, 68336, 1783270, 2, 131567, 1]",68336,,,,,,bacteroidota,fcb group,bacteria
979627,"[979627, 1164882, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1164882,lachnoanaerobaculum orale,lachnoanaerobaculum,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
102148,"[102148, 123375, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",123375,solobacterium moorei,solobacterium,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria
29465,"[29465, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,veillonella,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
76123,"[76123, 2974257, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2974257,hoylesella enoeca,hoylesella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
29465,"[29465, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,veillonella,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
836,"[836, 171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171551,,porphyromonas,porphyromonadaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,actinomyces sp.,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1506,"[1506, 2614128, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2614128,clostridium sp.,clostridium,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
724,"[724, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
5476,"[5476, 5475, 1535325, 766764, 2916678, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5475,candida albicans,candida,debaryomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota
562,"[562, 561, 543, 91347, 1236, 1224, 2, 131567, 1]",561,escherichia coli,escherichia,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
28037,"[28037, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus mitis,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1313,"[1313, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus pneumoniae,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1379,"[1379, 1378, 539738, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1378,gemella haemolysans,gemella,gemellaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
2047,"[2047, 32207, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",32207,rothia dentocariosa,rothia,micrococcaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria
103621,"[103621, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",1654,actinomyces urogenitalis,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria
727,"[727, 724, 712, 135625, 1236, 1224, 2, 131567, 1]",724,haemophilus influenzae,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
837,"[837, 836, 171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",836,porphyromonas gingivalis,porphyromonas,porphyromonadaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
242750,"[242750, 52228, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",52228,hallella bergensis,hallella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
29391,"[29391, 1378, 539738, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1378,gemella morbillorum,gemella,gemellaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
68892,"[68892, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus infantis,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
487,"[487, 482, 481, 206351, 28216, 1224, 2, 131567, 1]",482,neisseria meningitidis,neisseria,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria
28449,"[28449, 482, 481, 206351, 28216, 1224, 2, 131567, 1]",482,neisseria subflava,neisseria,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria
225324,"[225324, 212791, 119042, 356, 28211, 1224, 2, 131567, 1]",212791,enhydrobacter aerosaccus,enhydrobacter,,hyphomicrobiales,alphaproteobacteria,pseudomonadota,,bacteria
497,"[497, 468, 2887326, 1236, 1224, 2, 131567, 1]",468,,psychrobacter,moraxellaceae,moraxellales,gammaproteobacteria,pseudomonadota,,bacteria
851,"[851, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",848,fusobacterium nucleatum,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
1303,"[1303, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus oralis,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1318,"[1318, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus parasanguinis,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
833,"[833, 832, 204431, 218872, 204430, 65842, 1783270, 2, 131567, 1]",832,fibrobacter succinogenes,fibrobacter,fibrobacteraceae,fibrobacterales,fibrobacteria,fibrobacterota,fcb group,bacteria
199,"[199, 194, 72294, 213849, 3031852, 29547, 2, 131567, 1]",194,campylobacter concisus,campylobacter,campylobacteraceae,campylobacterales,epsilonproteobacteria,campylobacterota,,bacteria
28132,"[28132, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",838,prevotella melaninogenica,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1018,"[1018, 1016, 49546, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",1016,capnocytophaga ochracea,capnocytophaga,flavobacteriaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria
1343,"[1343, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus vestibularis,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
29466,"[29466, 29465, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",29465,veillonella parvula,veillonella,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
43675,"[43675, 32207, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",32207,rothia mucilaginosa,rothia,micrococcaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria
152794,"[152794, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,corynebacterium efficiens,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
43768,"[43768, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,corynebacterium matruchotii,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
46124,"[46124, 117563, 186828, 186826, 91061, 1239, 1783272, 2, 131567, 1]",117563,granulicatella adiacens,granulicatella,carnobacteriaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1302,"[1302, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus gordonii,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1304,"[1304, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus salivarius,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
40542,"[40542, 32067, 1129771, 203491, 203490, 32066, 2, 131567, 1]",32067,leptotrichia buccalis,leptotrichia,leptotrichiaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
2020,"[2020, 2019, 2012, 85012, 1760, 201174, 1783272, 2, 131567, 1]",2019,thermomonospora curvata,thermomonospora,thermomonosporaceae,streptosporangiales,actinomycetes,actinomycetota,terrabacteria group,bacteria
29391,"[29391, 1378, 539738, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1378,gemella morbillorum,gemella,gemellaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
1314,"[1314, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus pyogenes,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1308,"[1308, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus thermophilus,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
33033,"[33033, 543311, 1570339, 1737405, 1737404, 1239, 1783272, 2, 131567, 1]",543311,parvimonas micra,parvimonas,peptoniphilaceae,tissierellales,tissierellia,bacillota,terrabacteria group,bacteria
467210,"[467210, 1164882, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1164882,lachnoanaerobaculum saburreum,lachnoanaerobaculum,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
47671,"[47671, 47670, 119060, 80840, 28216, 1224, 2, 131567, 1]",47670,lautropia mirabilis,lautropia,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
80866,"[80866, 80865, 80864, 80840, 28216, 1224, 2, 131567, 1]",80865,delftia acidovorans,delftia,comamonadaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
72,"[72, 71, 481, 206351, 28216, 1224, 2, 131567, 1]",71,simonsiella muelleri,simonsiella,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria
69710,"[69710, 157, 2845253, 136, 203692, 203691, 2, 131567, 1]",157,treponema vincentii,treponema,treponemataceae,spirochaetales,spirochaetia,spirochaetota,,bacteria
1017,"[1017, 1016, 49546, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",1016,capnocytophaga gingivalis,capnocytophaga,flavobacteriaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria
713,"[713, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,actinobacillus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
59735,"[59735, 2762318, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",2762318,,bergeyella,weeksellaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria
1434006,"[1434006, 3029087, 649776, 649775, 508458, 2, 131567, 1]",3029087,,fretibacterium,aminobacteriaceae,synergistales,synergistia,synergistota,,bacteria
724,"[724, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
2108,"[2108, 2683645, 2093, 2092, 2085, 31969, 544448, 1783272, 2, 131567, 1]",2683645,mycoplasma sp.,mycoplasma,mycoplasmataceae,mycoplasmatales,mollicutes,mycoplasmatota,terrabacteria group,bacteria
1743,"[1743, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,propionibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
44737,"[44737, 2640652, 1016, 49546, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",2640652,capnocytophaga sp.,capnocytophaga,flavobacteriaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria
